UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Epibacterium mobile	0	4.79948242381542e-07	8.01798594607423e-07	6.14100609740495e-07	1.71787445920698e-06	3.33449698728197e-06	1.32240984676379e-06	2.09645669991435e-06	5.27633763073446e-07	5.52498397754647e-07	3.28465474993923e-06	0	3.76960903499893e-06	3.9160746051373e-06	1.18077990870782e-05	8.7614508353091e-06	0	0	0	2.75196283749384e-06	1.53913280962252e-05	1.731345598035e-05	1.19572077528456e-05	1.00988651604983e-05	2.0904189826767e-06	2.23381822080846e-06	6.79579980738762e-06	7.42448371996332e-06	4.75333065879262e-06	1.00090281433853e-05	0	0	0	0	0	0	0	0	0	1.08167395534634e-06
Rhodobacteraceae bacterium QY30	0	4.79948242381542e-07	8.01798594607423e-07	2.04700203246832e-07	1.22705318514785e-06	5.12999536504919e-07	5.46834342040163e-06	3.96829303912359e-06	1.58290128922034e-06	0	0	0	0	0	1.10921748999826e-05	1.33326425754704e-05	0	0	2.57249284846988e-06	2.75196283749384e-06	2.18342096248775e-05	1.95717328473522e-05	2.72936263923649e-05	1.99247880193614e-05	0	0	1.35915996147752e-05	8.48512425138665e-06	1.80626565034119e-05	1.30117365864009e-05	0	0	0	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	3.34697784635364e-06	0	0	0
Thalassococcus sp. SH-1	0	4.79948242381542e-07	2.00449648651856e-07	1.02350101623416e-06	2.45410637029569e-07	5.12999536504919e-07	8.57779360063001e-07	6.36424355331141e-07	4.22107010458756e-06	4.41998718203717e-06	1.09488491664641e-06	0	2.8272067762492e-06	4.89509325642163e-06	2.07531014257738e-05	2.20940934107795e-05	0	0	0	0	1.96865824486601e-05	2.44646660591902e-05	2.28746583097915e-05	2.92048262749544e-05	0	0	1.94165708782503e-05	1.48489674399266e-05	1.61613242398949e-05	1.70153478437551e-05	2.02436116222623e-06	0	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	0	0	3.56742795579243e-06	0	1.08167395534634e-06
Pelagibaca abyssi	0	4.79948242381542e-07	2.00449648651856e-07	8.18800812987327e-07	1.71787445920698e-06	5.12999536504919e-07	1.05792787741103e-05	1.08566507674136e-05	5.27633763073446e-07	2.20999359101859e-06	1.09488491664641e-06	1.18600889032264e-06	1.88480451749947e-06	9.79018651284326e-07	1.46702958354608e-05	8.7614508353091e-06	3.98239780171641e-06	0	0	5.50392567498768e-06	2.14762717621746e-05	2.14536302365206e-05	1.19572077528456e-05	1.91059611144562e-05	0	0	8.73745689521265e-06	1.1136725579945e-05	5.70399679055114e-06	1.90171534724321e-05	0	0	0	0	0	3.55047233116912e-06	0	0	0	0
Hyphomonas neptunium	0	9.59896484763083e-07	0	4.09400406493664e-07	2.45410637029569e-07	2.56499768252459e-07	9.61427699403947e-06	9.65867551031968e-06	5.27633763073446e-07	3.86748878428253e-06	0	0	2.8272067762492e-06	9.79018651284326e-07	2.14687256128695e-06	1.9046632250672e-06	0	0	0	0	6.44288152865239e-06	5.26931268967173e-06	4.41896808257336e-06	4.6400191277965e-06	0	0	2.91248563173755e-06	2.12128106284666e-06	4.75333065879262e-06	1.00090281433853e-06	0	0	0	2.84273425551633e-06	1.09339686698062e-06	0	0	0	0	1.08167395534634e-06
Wolbachia sp. wRi	0	9.59896484763083e-07	4.00899297303712e-07	0	0	0	0	3.74367267841848e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84273425551633e-06	1.09339686698062e-06	0	0	0	0	0
Wolbachia endosymbiont of Brugia malayi	0	4.79948242381542e-07	2.00449648651856e-07	2.04700203246832e-07	0	1.02599907300984e-06	3.57408066692917e-08	1.49746907136739e-07	0	0	0	3.55802667096793e-06	9.42402258749734e-07	9.79018651284326e-07	2.8624967483826e-06	0	0	4.20962235477855e-06	2.57249284846988e-06	0	3.22144076432619e-06	2.25827686700217e-06	1.29969649487452e-06	2.18353841308071e-06	0	2.23381822080846e-06	4.85414271956258e-07	1.590960797135e-06	1.90133226351705e-06	6.0054168860312e-06	4.04872232445246e-06	2.16659841881647e-06	0	2.84273425551633e-06	2.18679373396123e-06	2.36698155411275e-06	0	0	0	0
Wolbachia endosymbiont of Cimex lectularius	0	4.79948242381542e-07	0	6.14100609740495e-07	0	0	3.57408066692917e-08	7.48734535683696e-08	0	0	0	1.18600889032264e-06	0	9.79018651284326e-07	0	0	0	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.63540722312412e-06	0	1.09339686698062e-06	2.36698155411275e-06	0	0	9.81290711298385e-07	0
Neorickettsia helminthoeca	0	4.79948242381542e-07	0	0	0	2.56499768252459e-07	4.64630486700792e-07	7.11297808899511e-07	5.27633763073446e-07	5.52498397754647e-07	0	0	0	9.79018651284326e-07	1.07343628064347e-06	1.9046632250672e-06	0	4.20962235477855e-06	0	0	6.08494366594948e-06	3.38741530050326e-06	1.81957509282432e-06	4.09413452452632e-06	0	0	4.36872844760633e-06	4.77288239140499e-06	0	1.00090281433853e-06	0	0	0	0	1.09339686698062e-06	0	0	0	0	0
Rickettsia australis	0	9.59896484763083e-07	2.00449648651856e-07	4.09400406493664e-07	0	0	1.89426275347246e-06	1.87183633920924e-06	5.27633763073446e-07	5.52498397754647e-07	1.09488491664641e-06	0	1.88480451749947e-06	1.17482238154119e-05	0	0	0	0	0	2.75196283749384e-06	3.57937862702911e-07	0	0	0	4.1808379653534e-06	0	0	0	0	0	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	1.08167395534634e-06
Rickettsia monacensis	0	4.79948242381542e-07	4.00899297303712e-07	4.09400406493664e-07	0	0	3.57408066692917e-08	3.74367267841848e-08	0	5.52498397754647e-07	0	1.18600889032264e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84273425551633e-06	2.18679373396123e-06	2.36698155411275e-06	0	0	0	0
Rickettsia conorii	0	4.79948242381542e-07	0	2.04700203246832e-07	0	0	0	0	0	0	1.09488491664641e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0904189826767e-06	0	0	0	0	0	0	0	0	0	0	1.18349077705637e-06	3.34697784635364e-06	0	0	0
Rickettsia canadensis	0	1.43984472714462e-06	4.00899297303712e-07	0	2.45410637029569e-07	2.56499768252459e-07	3.93148873362209e-07	4.11803994626033e-07	5.27633763073446e-07	0	1.09488491664641e-06	1.18600889032264e-06	3.76960903499893e-06	1.95803730256865e-06	0	0	3.98239780171641e-06	0	0	2.75196283749384e-06	0	3.76379477833695e-07	2.59939298974903e-07	2.72942301635088e-07	4.1808379653534e-06	4.46763644161693e-06	0	0	0	0	2.02436116222623e-06	2.16659841881647e-06	0	2.84273425551633e-06	0	3.55047233116912e-06	0	3.56742795579243e-06	0	6.49004373207801e-06
Rickettsia typhi	0	9.59896484763083e-07	8.6193348920298e-06	1.22820121948099e-05	1.22705318514785e-06	1.02599907300984e-06	1.50111388011025e-06	1.57234252493576e-06	5.27633763073446e-07	2.20999359101859e-06	2.18976983329282e-06	2.37201778064528e-06	2.8272067762492e-06	1.95803730256865e-06	3.57812093547825e-07	0	3.98239780171641e-06	0	5.14498569693976e-06	5.50392567498768e-06	0	3.76379477833695e-07	0	2.72942301635088e-07	2.0904189826767e-06	2.23381822080846e-06	1.45624281586878e-06	0	0	0	0	2.16659841881647e-06	5.27081444624823e-06	8.52820276654898e-06	2.18679373396123e-06	3.55047233116912e-06	0	0	9.81290711298385e-07	1.08167395534634e-06
Candidatus Fokinia solitaria	0	9.59896484763083e-07	0	0	0	0	1.42963226677167e-07	1.49746907136739e-07	5.27633763073446e-07	5.52498397754647e-07	0	1.18600889032264e-06	9.42402258749734e-07	0	1.07343628064347e-06	7.61865290026879e-07	3.98239780171641e-06	0	0	0	7.15875725405821e-07	2.25827686700217e-06	5.19878597949807e-07	0	4.1808379653534e-06	0	9.70828543912517e-07	0	2.85199839527557e-06	0	0	2.16659841881647e-06	0	2.84273425551633e-06	0	0	0	0	9.81290711298385e-07	0
Candidatus Midichloria mitochondrii	0	4.79948242381542e-07	0	0	0	0	5.00371293370084e-07	5.24114174978587e-07	0	0	0	1.18600889032264e-06	0	1.95803730256865e-06	7.1562418709565e-07	1.14279793504032e-06	0	0	0	0	3.57937862702911e-07	0	0	8.18826904905264e-07	2.0904189826767e-06	2.23381822080846e-06	0	1.06064053142333e-06	9.50666131758523e-07	0	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	0	0	3.55047233116912e-06	0	0	0	1.08167395534634e-06
Brevundimonas sp. LM2	0	4.79948242381542e-07	8.01798594607423e-07	6.14100609740495e-07	0	5.12999536504919e-07	3.21667260023625e-07	1.49746907136739e-07	1.05526752614689e-06	5.52498397754647e-07	0	0	4.71201129374867e-06	0	3.43499609805912e-05	2.70462177959542e-05	0	4.20962235477855e-06	0	2.75196283749384e-06	3.65096619956969e-05	4.40363989065423e-05	3.87309555472606e-05	4.12142875468983e-05	0	2.23381822080846e-06	2.52415421417254e-05	2.12128106284666e-05	5.60893017737529e-05	5.20469463456037e-05	0	0	0	2.84273425551633e-06	1.09339686698062e-06	0	0	3.56742795579243e-06	0	1.08167395534634e-06
Caulobacter sp. K31	0	2.87968945428925e-06	1.00224824325928e-06	1.43290142272782e-06	4.90821274059139e-07	2.56499768252459e-07	4.21741518697642e-06	4.45497048731799e-06	1.58290128922034e-06	2.20999359101859e-06	0	0	6.59681581124814e-06	4.89509325642163e-06	2.68359070160869e-05	2.81890157309945e-05	3.98239780171641e-06	0	2.57249284846988e-06	8.25588851248153e-06	4.33104813870522e-05	3.38741530050326e-05	2.59939298974903e-05	2.81130570684141e-05	0	0	1.60186709745565e-05	1.80308890341966e-05	2.66186516892387e-05	2.30207647297863e-05	0	0	7.90622166937235e-06	2.84273425551633e-06	2.18679373396123e-06	2.36698155411275e-06	6.69395569270727e-06	1.07022838673773e-05	1.96258142259677e-06	2.16334791069267e-06
Caulobacteraceae bacterium OTSz_A_272	0	4.79948242381542e-07	2.00449648651856e-07	4.09400406493664e-07	7.36231911088708e-07	1.02599907300984e-06	3.57408066692917e-06	2.62057087489294e-06	5.27633763073446e-07	5.52498397754647e-07	0	1.18600889032264e-06	3.76960903499893e-06	1.95803730256865e-06	1.25234232741739e-05	1.02851814153629e-05	0	0	2.57249284846988e-06	0	1.43175145081164e-05	1.12913843350109e-05	1.3516843546695e-05	9.00709595395791e-06	0	0	4.85414271956258e-06	6.89416345425166e-06	3.80266452703409e-06	7.00631970036973e-06	0	0	0	0	0	0	0	0	9.81290711298385e-07	0
Alphaproteobacteria bacterium WS11	0	4.79948242381542e-07	6.01348945955568e-07	8.18800812987327e-07	0	7.69499304757378e-07	2.50185646685042e-06	3.444178864145e-06	1.58290128922034e-06	2.76249198877323e-06	1.09488491664641e-06	0	6.59681581124814e-06	5.87411190770595e-06	3.93593302902608e-06	8.7614508353091e-06	0	4.20962235477855e-06	0	0	1.53913280962252e-05	1.39260406798467e-05	8.57799686617181e-06	1.33741727801193e-05	0	0	5.8249712634751e-06	2.12128106284666e-06	7.60532905406819e-06	9.0081253290468e-06	2.02436116222623e-06	0	0	2.84273425551633e-06	0	0	3.34697784635364e-06	0	0	0
Micavibrio aeruginosavorus	0	4.79948242381542e-07	2.00449648651856e-07	6.14100609740495e-07	8.09855102197579e-06	1.59029856316525e-05	4.68204567367721e-06	4.71702757480728e-06	0	2.20999359101859e-06	1.09488491664641e-06	1.18600889032264e-06	4.71201129374867e-06	9.79018651284326e-07	7.51405396450432e-06	7.61865290026879e-06	0	4.20962235477855e-06	2.57249284846988e-06	2.75196283749384e-06	1.78968931351455e-05	1.46787996355141e-05	7.7981789692471e-06	9.280038255593e-06	2.0904189826767e-06	0	5.8249712634751e-06	3.18192159427e-06	1.23586597128608e-05	9.0081253290468e-06	2.02436116222623e-06	0	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	1.18349077705637e-06	6.69395569270727e-06	0	0	0
Magnetococcus marinus	0	9.59896484763083e-07	4.00899297303712e-07	0	1.96328509623655e-06	5.12999536504919e-07	1.32240984676379e-06	7.48734535683696e-07	4.74870386766101e-06	7.1824791708104e-06	0	0	1.79056429162449e-05	2.54544849333925e-05	8.5874902451478e-06	6.09492232021503e-06	0	0	0	2.75196283749384e-06	7.15875725405821e-06	1.09150048571772e-05	6.75842177334749e-06	8.73415365232282e-06	0	0	9.22287116716891e-06	3.71224185998166e-06	4.75333065879262e-06	4.00361125735413e-06	2.02436116222623e-06	0	0	0	0	0	0	0	9.81290711298385e-07	1.08167395534634e-06
Campylobacter helveticus	0	3.83958593905233e-06	2.60584543247413e-06	2.66110264220881e-06	1.22705318514785e-06	2.05199814601968e-06	1.07222420007875e-06	1.19797525709391e-06	1.05526752614689e-05	7.73497756856505e-06	0	2.37201778064528e-06	1.88480451749947e-06	0	1.78906046773912e-06	3.42839380512095e-06	0	8.41924470955711e-06	0	0	7.51669511676112e-06	3.38741530050326e-06	2.85933228872394e-06	1.91059611144562e-06	0	4.46763644161693e-06	4.36872844760633e-06	2.12128106284666e-06	4.75333065879262e-06	4.00361125735413e-06	2.02436116222623e-06	6.49979525644942e-06	0	1.7056405533098e-05	4.37358746792247e-06	1.18349077705637e-06	0	0	0	3.24502186603901e-06
Campylobacter iguaniorum	0	2.87968945428925e-06	6.01348945955568e-07	4.09400406493664e-07	4.90821274059139e-07	2.56499768252459e-07	1.07222420007875e-06	8.98481442820435e-07	1.05526752614689e-05	3.86748878428253e-06	0	8.30206223225849e-06	2.8272067762492e-05	2.25174289795395e-05	1.78906046773912e-06	2.66652851509408e-06	0	4.20962235477855e-06	5.14498569693976e-06	1.92637398624569e-05	8.59050870486985e-06	3.38741530050326e-06	4.15902878359845e-06	2.45648071471579e-06	2.0904189826767e-06	2.23381822080846e-06	3.39789990369381e-06	5.30320265711666e-06	6.65466292230966e-06	1.20108337720624e-05	6.07308348667869e-06	6.49979525644942e-06	5.27081444624823e-06	5.68546851103265e-06	1.09339686698062e-06	8.28443543939462e-06	1.00409335390609e-05	7.13485591158487e-06	0	3.24502186603901e-06
Campylobacter lanienae	0	1.91979296952617e-06	0	4.09400406493664e-07	2.45410637029569e-07	2.56499768252459e-07	4.288896800315e-07	4.11803994626033e-07	0	5.52498397754647e-07	0	1.18600889032264e-06	1.88480451749947e-06	9.79018651284326e-07	2.50468465483478e-06	7.99958554528222e-06	3.98239780171641e-06	0	2.57249284846988e-06	2.75196283749384e-06	2.50556503892037e-06	1.50551791133478e-06	3.37921088667374e-06	4.6400191277965e-06	2.0904189826767e-06	0	4.85414271956258e-06	2.12128106284666e-06	0	6.0054168860312e-06	0	0	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	0	0	0	0	0
Campylobacter peloridis	0	1.43984472714462e-06	8.01798594607423e-07	6.14100609740495e-07	0	0	6.07593713377959e-07	8.6104471603625e-07	0	5.52498397754647e-07	2.18976983329282e-06	5.93004445161321e-06	0	2.93705595385298e-06	0	3.80932645013439e-07	7.96479560343283e-06	8.41924470955711e-06	0	2.75196283749384e-06	3.57937862702911e-07	0	0	2.72942301635088e-07	8.36167593070679e-06	2.23381822080846e-06	0	0	0	1.00090281433853e-06	4.04872232445246e-06	0	0	2.84273425551633e-06	4.37358746792247e-06	1.18349077705637e-06	0	7.13485591158487e-06	0	2.16334791069267e-06
Campylobacter volucris	0	1.43984472714462e-06	8.01798594607423e-07	2.04700203246832e-07	4.90821274059139e-07	0	0	0	5.27633763073446e-07	1.65749519326394e-06	1.09488491664641e-06	3.55802667096793e-06	1.88480451749947e-06	1.95803730256865e-06	2.8624967483826e-06	2.28559587008064e-06	0	4.20962235477855e-06	7.71747854540964e-06	0	4.29525435243493e-06	2.63465634483587e-06	2.07951439179923e-06	2.18353841308071e-06	4.1808379653534e-06	6.70145466242539e-06	0	5.30320265711666e-07	5.70399679055114e-06	6.0054168860312e-06	2.02436116222623e-06	4.33319683763295e-06	7.90622166937235e-06	5.68546851103265e-06	2.18679373396123e-06	0	0	7.13485591158487e-06	3.92516284519354e-06	1.08167395534634e-06
Campylobacter ureolyticus	0	9.59896484763083e-07	8.01798594607423e-07	1.43290142272782e-06	2.45410637029569e-07	0	7.54131020722055e-06	8.42326352644158e-06	9.49740773532202e-06	2.76249198877323e-06	3.28465474993923e-06	0	5.6544135524984e-06	4.89509325642163e-06	3.93593302902608e-06	6.85678761024191e-06	7.96479560343283e-06	4.20962235477855e-06	0	5.50392567498768e-06	2.14762717621746e-06	2.25827686700217e-06	1.03975719589961e-06	1.91059611144562e-06	4.1808379653534e-06	8.93527288323385e-06	1.45624281586878e-06	2.12128106284666e-06	1.90133226351705e-06	3.0027084430156e-06	6.07308348667869e-06	8.6663936752659e-06	0	8.52820276654898e-06	3.28019060094185e-06	2.36698155411275e-06	3.34697784635364e-06	3.56742795579243e-06	1.96258142259677e-06	2.16334791069267e-06
Campylobacter sp. RM6137	0	9.59896484763083e-07	2.00449648651856e-07	0	7.36231911088708e-06	1.07729902666033e-05	1.96574436681104e-06	2.02158324634598e-06	1.58290128922034e-06	1.10499679550929e-06	0	1.18600889032264e-06	1.88480451749947e-06	1.95803730256865e-06	3.57812093547825e-07	0	3.98239780171641e-06	0	2.57249284846988e-06	2.75196283749384e-06	0	0	0	0	2.0904189826767e-06	4.46763644161693e-06	4.85414271956258e-07	5.30320265711666e-07	0	0	0	0	5.27081444624823e-06	8.52820276654898e-06	1.09339686698062e-06	5.91745388528187e-06	0	3.56742795579243e-06	2.94387213389515e-06	2.16334791069267e-06
Sulfurospirillum multivorans	0	4.79948242381542e-07	8.01798594607423e-07	4.09400406493664e-07	2.45410637029569e-07	7.69499304757378e-07	2.93074614688192e-06	2.84519123559804e-06	2.63816881536723e-06	5.52498397754647e-06	0	1.18600889032264e-06	9.42402258749734e-07	0	1.78906046773912e-06	1.52373058005376e-06	7.96479560343283e-06	4.20962235477855e-06	0	0	1.78968931351455e-06	5.26931268967173e-06	2.59939298974903e-07	5.45884603270176e-07	2.0904189826767e-06	2.23381822080846e-06	1.94165708782503e-06	1.06064053142333e-06	1.90133226351705e-06	0	0	0	0	5.68546851103265e-06	0	2.36698155411275e-06	3.34697784635364e-06	0	1.96258142259677e-06	0
Helicobacter bizzozeronii	0	4.79948242381542e-07	4.00899297303712e-07	4.09400406493664e-07	1.47246382217742e-06	1.79549837776722e-06	1.35815065343308e-06	1.04822834995717e-06	0	5.52498397754647e-07	0	0	9.42402258749734e-07	5.87411190770595e-06	0	0	0	4.20962235477855e-06	0	0	7.15875725405821e-07	0	0	0	0	0	4.85414271956258e-07	0	0	0	0	0	7.90622166937235e-06	5.68546851103265e-06	1.09339686698062e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	0
Sulfurimonas autotrophica	0	9.59896484763083e-07	2.00449648651856e-07	8.18800812987327e-07	4.90821274059139e-07	1.02599907300984e-06	1.75129952679529e-06	2.02158324634598e-06	1.05526752614689e-06	2.20999359101859e-06	2.18976983329282e-06	1.18600889032264e-06	4.71201129374867e-06	3.9160746051373e-06	1.4312483741913e-06	2.28559587008064e-06	7.96479560343283e-06	1.26288670643357e-05	2.57249284846988e-06	8.25588851248153e-06	1.43175145081164e-06	2.25827686700217e-06	7.7981789692471e-07	5.45884603270176e-07	0	0	0	1.590960797135e-06	1.90133226351705e-06	0	0	2.16659841881647e-06	0	5.68546851103265e-06	5.46698433490309e-06	7.10094466233825e-06	0	3.56742795579243e-06	9.81290711298385e-07	2.16334791069267e-06
Sulfuricurvum kujiense	0	9.59896484763083e-07	4.00899297303712e-07	0	9.81642548118277e-07	1.2824988412623e-06	7.86297746724418e-07	8.6104471603625e-07	4.74870386766101e-06	8.2874759663197e-06	0	1.18600889032264e-06	8.4816203287476e-06	6.85313055899028e-06	3.22030884193042e-06	2.66652851509408e-06	3.98239780171641e-06	0	2.57249284846988e-06	0	2.14762717621746e-06	7.9039690345076e-06	1.55963579384942e-06	1.36471150817544e-06	0	0	4.36872844760633e-06	2.65160132855833e-06	1.90133226351705e-06	7.00631970036973e-06	0	2.16659841881647e-06	0	5.68546851103265e-06	0	0	0	3.56742795579243e-06	0	0
Wolinella succinogenes	0	4.79948242381542e-07	1.00224824325928e-06	4.09400406493664e-07	1.71787445920698e-06	1.79549837776722e-06	2.39463404684254e-06	2.35851378740364e-06	0	0	0	1.18600889032264e-06	9.42402258749734e-07	0	7.1562418709565e-07	0	3.98239780171641e-06	0	0	2.75196283749384e-06	7.15875725405821e-07	7.5275895566739e-07	0	2.72942301635088e-07	0	0	4.85414271956258e-07	1.06064053142333e-06	0	0	0	0	0	0	0	0	3.34697784635364e-06	0	0	0
Cetia pacifica	0	1.43984472714462e-06	4.00899297303712e-07	8.18800812987327e-07	9.81642548118277e-07	5.12999536504919e-07	5.71852906708667e-07	7.48734535683696e-07	0	1.65749519326394e-06	1.09488491664641e-06	2.37201778064528e-06	5.6544135524984e-06	1.95803730256865e-06	3.57812093547825e-07	0	3.98239780171641e-06	4.20962235477855e-06	0	5.50392567498768e-06	1.07381358810873e-06	1.88189738916848e-06	0	0	0	0	1.45624281586878e-06	5.30320265711666e-07	9.50666131758523e-07	1.00090281433853e-06	4.04872232445246e-06	6.49979525644942e-06	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	1.18349077705637e-06	3.34697784635364e-06	7.13485591158487e-06	0	1.08167395534634e-06
Pajaroellobacter abortibovis	0	4.79948242381542e-07	0	8.18800812987327e-07	9.81642548118277e-07	5.12999536504919e-07	8.57779360063001e-07	7.48734535683696e-07	5.27633763073446e-07	0	0	0	9.42402258749734e-07	2.93705595385298e-06	2.50468465483478e-06	7.61865290026879e-07	0	0	0	0	7.15875725405821e-07	2.63465634483587e-06	5.19878597949807e-07	1.36471150817544e-06	0	0	3.39789990369381e-06	3.18192159427e-06	3.80266452703409e-06	0	0	0	2.63540722312412e-06	0	0	1.18349077705637e-06	0	0	0	0
Sandaracinus amylolyticus	0	2.39974121190771e-06	3.00674472977784e-06	2.86580284545565e-06	2.45410637029569e-07	1.2824988412623e-06	1.72628096212679e-05	1.76701350421352e-05	4.74870386766101e-06	6.07748237530111e-06	0	2.37201778064528e-06	8.4816203287476e-06	9.79018651284326e-06	3.11296521386608e-05	4.57119174016127e-05	3.98239780171641e-06	4.20962235477855e-06	0	0	5.40486172681395e-05	5.00584705518815e-05	4.5749316619583e-05	4.14872298485334e-05	2.0904189826767e-06	0	2.32998850539004e-05	3.87133793969516e-05	3.23226484797898e-05	6.30568773033276e-05	2.02436116222623e-06	2.16659841881647e-06	5.27081444624823e-06	0	0	2.36698155411275e-06	0	0	0	1.08167395534634e-06
Desulfovibrio magneticus	0	1.43984472714462e-06	1.40314754056299e-06	2.04700203246832e-07	4.90821274059139e-07	5.12999536504919e-07	4.57482325366934e-06	4.04316649269196e-06	3.16580257844067e-06	3.86748878428253e-06	0	1.18600889032264e-06	5.6544135524984e-06	2.93705595385298e-06	1.18077990870782e-05	5.71398967520159e-06	1.99119890085821e-05	4.20962235477855e-06	0	0	9.30638443027567e-06	1.50551791133478e-05	8.058118268222e-06	9.55298055722809e-06	0	0	7.76662835130013e-06	6.89416345425166e-06	9.50666131758523e-06	7.00631970036973e-06	0	0	0	5.68546851103265e-06	2.18679373396123e-06	0	0	7.13485591158487e-06	1.96258142259677e-06	0
Desulfovibrio salexigens	0	9.59896484763083e-07	4.00899297303712e-07	6.14100609740495e-07	6.13526592573923e-06	1.02599907300984e-05	3.431117440252e-06	3.03237486951897e-06	5.27633763073446e-07	1.65749519326394e-06	1.09488491664641e-06	0	1.88480451749947e-05	1.27272424666962e-05	7.51405396450432e-06	6.47585496522847e-06	0	0	0	0	7.51669511676112e-06	9.03310746800869e-06	3.11927158769884e-06	3.00236531798597e-06	0	0	3.88331417565007e-06	3.71224185998166e-06	9.50666131758523e-07	6.0054168860312e-06	2.02436116222623e-06	2.16659841881647e-06	5.27081444624823e-06	5.68546851103265e-06	0	4.7339631082255e-06	0	0	9.81290711298385e-07	2.16334791069267e-06
Desulfovibrio alaskensis	0	9.59896484763083e-07	4.00899297303712e-07	2.04700203246832e-07	4.90821274059139e-07	5.12999536504919e-07	5.14667616037801e-06	5.84012937833283e-06	0	5.52498397754647e-07	0	0	1.13088271049968e-05	3.9160746051373e-06	4.2937451225739e-06	1.14279793504032e-06	0	0	0	8.25588851248153e-06	7.15875725405821e-06	1.01622459015098e-05	4.15902878359845e-06	3.27530761962106e-06	0	0	6.31038553543136e-06	4.24256212569333e-06	8.55599518582671e-06	4.00361125735413e-06	0	0	0	0	0	0	0	0	0	0
Desulfovibrio gigas	0	4.79948242381542e-07	6.01348945955568e-07	4.09400406493664e-07	9.5710148441532e-06	8.97749188883608e-06	7.14816133385834e-07	7.86171262467881e-07	1.05526752614689e-06	5.52498397754647e-07	0	1.18600889032264e-06	1.88480451749947e-06	2.93705595385298e-06	8.94530233869563e-06	8.38051819029567e-06	0	4.20962235477855e-06	0	0	1.82548309978484e-05	1.54315585911815e-05	7.5382396702722e-06	8.73415365232282e-06	0	0	1.11645282549939e-05	4.77288239140499e-06	7.60532905406819e-06	1.00090281433853e-05	2.02436116222623e-06	0	0	5.68546851103265e-06	1.09339686698062e-06	0	0	0	9.81290711298385e-07	1.08167395534634e-06
Desulfovibrio fairfieldensis	0	4.79948242381542e-07	4.00899297303712e-07	4.09400406493664e-07	6.62608719979837e-06	5.38649513330165e-06	1.22233558808978e-05	1.35895318226591e-05	4.22107010458756e-06	4.41998718203717e-06	0	1.18600889032264e-06	1.13088271049968e-05	1.56642984205492e-05	5.00936930966955e-06	4.57119174016127e-06	0	0	2.57249284846988e-06	2.75196283749384e-06	3.22144076432619e-06	7.9039690345076e-06	4.67890738154826e-06	4.36707682616141e-06	0	2.23381822080846e-06	4.36872844760633e-06	4.77288239140499e-06	0	1.00090281433853e-06	0	0	0	0	1.09339686698062e-06	2.36698155411275e-06	0	0	0	0
